competition,edition,match_id,event_id,event_type,team,player,assist,minute,period,round,vs,note
WC,2018,WC-2018-MD030,2,GOAL,イングランド,Harry Kane,,22,1H,GL2,パナマ,PK
WC,2018,WC-2018-MD030,3,GOAL,イングランド,Jesse Lingard,,36,1H,GL2,パナマ,
WC,2018,WC-2018-MD030,4,GOAL,イングランド,John Stones,,40,1H,GL2,パナマ,
WC,2018,WC-2018-MD030,5,GOAL,イングランド,Harry Kane,,45+1,1H,GL2,パナマ,PK
WC,2018,WC-2018-MD030,6,GOAL,イングランド,Harry Kane,,62,2H,GL2,パナマ,
WC,2018,WC-2018-MD030,7,GOAL,パナマ,Felipe Baloy,,78,2H,GL2,イングランド,
WC,2018,WC-2018-MD031,1,GOAL,セネガル,Sadio Mané,,11,1H,GL2,日本,
WC,2018,WC-2018-MD031,2,GOAL,日本,乾貴士,,34,1H,GL2,セネガル,
WC,2018,WC-2018-MD031,3,GOAL,セネガル,Moussa Wagué,,71,2H,GL2,日本,
WC,2018,WC-2018-MD031,4,GOAL,日本,本田圭佑,,78,2H,GL2,セネガル,
WC,2018,WC-2018-MD032,1,GOAL,コロンビア,Yerry Mina,,40,1H,GL2,ポーランド,
WC,2018,WC-2018-MD032,2,GOAL,コロンビア,Radamel Falcao,,70,2H,GL2,ポーランド,
WC,2018,WC-2018-MD032,3,GOAL,コロンビア,Juan Cuadrado,,75,2H,GL2,ポーランド,
WC,2018,WC-2018-MD033,1,GOAL,エジプト,Mohamed Salah,,22,1H,GL3,サウジアラビア,
WC,2018,WC-2018-MD033,2,GOAL,サウジアラビア,Salman Al-Faraj,,45+6,1H,GL3,エジプト,PK
WC,2018,WC-2018-MD033,3,GOAL,サウジアラビア,Salem Al-Dawsari,,90+5,2H,GL3,エジプト,
WC,2018,WC-2018-MD034,1,GOAL,ウルグアイ,Luis Suárez,,10,1H,GL3,ロシア,
WC,2018,WC-2018-MD034,2,OWN_GOAL,ウルグアイ,Denis Cheryshev,,23,1H,GL3,ロシア,
WC,2018,WC-2018-MD034,3,GOAL,ウルグアイ,Edinson Cavani,,90,2H,GL3,ロシア,
WC,2018,WC-2018-MD035,1,GOAL,モロッコ,Khalid Boutaïb,,14,1H,GL3,スペイン,
WC,2018,WC-2018-MD035,2,GOAL,スペイン,Isco,,19,1H,GL3,モロッコ,
WC,2018,WC-2018-MD035,3,GOAL,モロッコ,Youssef En-Nesyri,,81,2H,GL3,スペイン,
WC,2018,WC-2018-MD035,4,GOAL,スペイン,Iago Aspas,,90+1,2H,GL3,モロッコ,
WC,2018,WC-2018-MD036,1,GOAL,ポルトガル,Ricardo Quaresma,,45,1H,GL3,イラン,
WC,2018,WC-2018-MD036,2,GOAL,イラン,Karim Ansarifard,,90+3,2H,GL3,ポルトガル,PK
WC,2018,WC-2018-MD037,1,GOAL,ペルー,André Carrillo,,18,1H,GL3,オーストラリア,
WC,2018,WC-2018-MD037,2,GOAL,ペルー,Paolo Guerrero,,50,2H,GL3,オーストラリア,
WC,2018,WC-2018-MD039,1,GOAL,クロアチア,Milan Badelj,,53,2H,GL3,アイスランド,
WC,2018,WC-2018-MD039,2,GOAL,アイスランド,Gylfi Sigurðsson,,76,2H,GL3,クロアチア,PK
WC,2018,WC-2018-MD039,3,GOAL,クロアチア,Ivan Perišić,,90,2H,GL3,アイスランド,
WC,2018,WC-2018-MD040,1,GOAL,アルゼンチン,Lionel Messi,,14,1H,GL3,ナイジェリア,
WC,2018,WC-2018-MD040,2,GOAL,ナイジェリア,Victor Moses,,51,2H,GL3,アルゼンチン,PK
WC,2018,WC-2018-MD040,3,GOAL,アルゼンチン,Marcos Rojo,,86,2H,GL3,ナイジェリア,
WC,2018,WC-2018-MD041,1,GOAL,韓国,Young-gwon Kim,,90+2,2H,GL3,ドイツ,
WC,2018,WC-2018-MD041,2,GOAL,韓国,Heung-min Son,,90+6,2H,GL3,ドイツ,
WC,2018,WC-2018-MD042,1,GOAL,スウェーデン,Ludwig Augustinsson,,50,2H,GL3,メキシコ,
WC,2018,WC-2018-MD042,2,GOAL,スウェーデン,Andreas Granqvist,,62,2H,GL3,メキシコ,PK
WC,2018,WC-2018-MD042,3,OWN_GOAL,スウェーデン,Edson Álvarez,,74,2H,GL3,メキシコ,
WC,2018,WC-2018-MD043,1,GOAL,ブラジル,Paulinho,,36,1H,GL3,セルビア,
WC,2018,WC-2018-MD043,2,GOAL,ブラジル,Thiago Silva,,68,2H,GL3,セルビア,
WC,2018,WC-2018-MD044,1,GOAL,スイス,Blerim Džemaili,,31,1H,GL3,コスタリカ,
WC,2018,WC-2018-MD044,2,GOAL,コスタリカ,Kendall Waston,,56,2H,GL3,スイス,
WC,2018,WC-2018-MD044,3,GOAL,スイス,Josip Drmić,,88,2H,GL3,コスタリカ,
WC,2018,WC-2018-MD044,4,OWN_GOAL,コスタリカ,Yann Sommer,,90+3,2H,GL3,スイス,
WC,2018,WC-2018-MD045,1,GOAL,ポーランド,Jan Bednarek,,59,2H,GL3,日本,
WC,2018,WC-2018-MD046,1,GOAL,コロンビア,Yerry Mina,,74,2H,GL3,セネガル,
WC,2018,WC-2018-MD047,1,GOAL,ベルギー,Adnan Januzaj,,51,2H,GL3,イングランド,
WC,2018,WC-2018-MD048,1,OWN_GOAL,パナマ,Yassine Meriah,,33,1H,GL3,チュニジア,
WC,2018,WC-2018-MD048,2,GOAL,チュニジア,Fakhreddine Ben Youssef,,51,2H,GL3,パナマ,
WC,2018,WC-2018-MD048,3,GOAL,チュニジア,Wahbi Khazri,,66,2H,GL3,パナマ,
WC,2018,WC-2018-MD049,1,GOAL,フランス,Antoine Griezmann,,13,1H,R16,アルゼンチン,PK
WC,2018,WC-2018-MD049,2,GOAL,アルゼンチン,Ángel Di María,,41,1H,R16,フランス,
WC,2018,WC-2018-MD049,3,GOAL,アルゼンチン,Gabriel Mercado,,48,2H,R16,フランス,
WC,2018,WC-2018-MD049,4,GOAL,フランス,Benjamin Pavard,,57,2H,R16,アルゼンチン,
WC,2018,WC-2018-MD049,5,GOAL,フランス,Kylian Mbappé,,64,2H,R16,アルゼンチン,
WC,2018,WC-2018-MD049,6,GOAL,フランス,Kylian Mbappé,,68,2H,R16,アルゼンチン,
WC,2018,WC-2018-MD049,7,GOAL,アルゼンチン,Sergio Agüero,,90+3,2H,R16,フランス,
WC,2018,WC-2018-MD050,1,GOAL,ウルグアイ,Edinson Cavani,,7,1H,R16,ポルトガル,
WC,2018,WC-2018-MD050,2,GOAL,ポルトガル,Pepe,,55,2H,R16,ウルグアイ,
WC,2018,WC-2018-MD050,3,GOAL,ウルグアイ,Edinson Cavani,,62,2H,R16,ポルトガル,
WC,2018,WC-2018-MD051,1,OWN_GOAL,スペイン,Sergei Ignashevich,,12,1H,R16,ロシア,
WC,2018,WC-2018-MD051,2,GOAL,ロシア,Artem Dzyuba,,41,1H,R16,スペイン,PK
WC,2018,WC-2018-MD052,1,GOAL,デンマーク,Mathias Jørgensen,,1,1H,R16,クロアチア,
WC,2018,WC-2018-MD052,2,GOAL,クロアチア,Mario Mandžukić,,4,1H,R16,デンマーク,
WC,2018,WC-2018-MD053,1,GOAL,ブラジル,Neymar,,51,2H,R16,メキシコ,
WC,2018,WC-2018-MD053,2,GOAL,ブラジル,Roberto Firmino,,88,2H,R16,メキシコ,
WC,2018,WC-2018-MD054,1,GOAL,日本,原口元気,,48,2H,R16,ベルギー,
WC,2018,WC-2018-MD054,2,GOAL,日本,乾貴士,,52,2H,R16,ベルギー,
WC,2018,WC-2018-MD054,3,GOAL,ベルギー,Jan Vertonghen,,69,2H,R16,日本,
WC,2018,WC-2018-MD054,4,GOAL,ベルギー,Marouane Fellaini,,74,2H,R16,日本,
WC,2018,WC-2018-MD054,5,GOAL,ベルギー,Nacer Chadli,,90+4,2H,R16,日本,
WC,2018,WC-2018-MD055,1,GOAL,スウェーデン,Emil Forsberg,,66,2H,R16,スイス,
WC,2018,WC-2018-MD056,1,GOAL,イングランド,Harry Kane,,57,2H,R16,コロンビア,PK
WC,2018,WC-2018-MD056,2,GOAL,コロンビア,Yerry Mina,,90+3,2H,R16,イングランド,
WC,2018,WC-2018-MD057,1,GOAL,フランス,Raphaël Varane,,40,1H,QF,ウルグアイ,
WC,2018,WC-2018-MD057,2,GOAL,フランス,Antoine Griezmann,,61,2H,QF,ウルグアイ,
WC,2018,WC-2018-MD058,1,OWN_GOAL,ベルギー,Fernandinho,,13,1H,QF,ブラジル,
WC,2018,WC-2018-MD058,2,GOAL,ベルギー,Kevin De Bruyne,,31,1H,QF,ブラジル,
WC,2018,WC-2018-MD058,3,GOAL,ブラジル,Renato Augusto,,76,2H,QF,ベルギー,
WC,2018,WC-2018-MD059,1,GOAL,イングランド,Harry Maguire,,30,1H,QF,スウェーデン,
WC,2018,WC-2018-MD059,2,GOAL,イングランド,Dele Alli,,59,2H,QF,スウェーデン,
WC,2018,WC-2018-MD060,1,GOAL,ロシア,Denis Cheryshev,,31,1H,QF,クロアチア,
WC,2018,WC-2018-MD060,2,GOAL,クロアチア,Andrej Kramarić,,39,1H,QF,ロシア,
WC,2018,WC-2018-MD060,3,GOAL,クロアチア,Domagoj Vida,,101,ET1,QF,ロシア,
WC,2018,WC-2018-MD060,4,GOAL,ロシア,Mário Fernandes,,115,ET2,QF,クロアチア,
WC,2018,WC-2018-MD061,1,GOAL,フランス,Samuel Umtiti,,51,2H,SF,ベルギー,
WC,2018,WC-2018-MD062,1,GOAL,イングランド,Kieran Trippier,,5,1H,SF,クロアチア,
WC,2018,WC-2018-MD062,2,GOAL,クロアチア,Ivan Perišić,,68,2H,SF,イングランド,
WC,2018,WC-2018-MD062,3,GOAL,クロアチア,Mario Mandžukić,,109,ET2,SF,イングランド,
WC,2018,WC-2018-MD063,1,GOAL,ベルギー,Thomas Meunier,,4,1H,3P,イングランド,
WC,2018,WC-2018-MD063,2,GOAL,ベルギー,Eden Hazard,,82,2H,3P,イングランド,
WC,2018,WC-2018-MD064,1,OWN_GOAL,フランス,Mario Mandžukić,,18,1H,Final,クロアチア,
WC,2018,WC-2018-MD064,2,GOAL,クロアチア,Ivan Perišić,,28,1H,Final,フランス,
WC,2018,WC-2018-MD064,3,GOAL,フランス,Antoine Griezmann,,38,1H,Final,クロアチア,PK
WC,2018,WC-2018-MD064,4,GOAL,フランス,Paul Pogba,,59,2H,Final,クロアチア,
WC,2018,WC-2018-MD064,5,GOAL,フランス,Kylian Mbappé,,65,2H,Final,クロアチア,
WC,2018,WC-2018-MD064,6,GOAL,クロアチア,Mario Mandžukić,,69,2H,Final,フランス,
WC,2014,WC-2014-MD001,1,OWN_GOAL,ブラジル,Marcelo,,11,1H,GL1,クロアチア,
WC,2014,WC-2014-MD001,2,GOAL,ブラジル,Neymar,,29,1H,GL1,クロアチア,
WC,2014,WC-2014-MD001,3,GOAL,ブラジル,Neymar,,71,2H,GL1,クロアチア,PK
WC,2014,WC-2014-MD001,4,GOAL,ブラジル,Oscar,,90+1,2H,GL1,クロアチア,
WC,2014,WC-2014-MD002,1,GOAL,メキシコ,Oribe Peralta,,61,2H,GL1,カメルーン,
WC,2014,WC-2014-MD003,1,GOAL,スペイン,Xabi Alonso,,27,1H,GL1,オランダ,PK
WC,2014,WC-2014-MD003,2,GOAL,オランダ,Robin van Persie,,44,1H,GL1,スペイン,
WC,2014,WC-2014-MD003,3,GOAL,オランダ,Arjen Robben,,53,2H,GL1,スペイン,
WC,2014,WC-2014-MD003,4,GOAL,オランダ,Stefan de Vrij,,64,2H,GL1,スペイン,
WC,2014,WC-2014-MD003,5,GOAL,オランダ,Robin van Persie,,72,2H,GL1,スペイン,
WC,2014,WC-2014-MD003,6,GOAL,オランダ,Arjen Robben,,80,2H,GL1,スペイン,
WC,2014,WC-2014-MD004,1,GOAL,チリ,Alexis Sánchez,,12,1H,GL1,オーストラリア,
WC,2014,WC-2014-MD004,2,GOAL,チリ,Jorge Valdivia,,14,1H,GL1,オーストラリア,
WC,2014,WC-2014-MD004,3,GOAL,オーストラリア,Tim Cahill,,35,1H,GL1,チリ,
WC,2014,WC-2014-MD004,4,GOAL,チリ,Jean Beausejour,,90+2,2H,GL1,オーストラリア,
WC,2014,WC-2014-MD005,1,GOAL,コロンビア,Pablo Armero,,5,1H,GL1,ギリシャ,
WC,2014,WC-2014-MD005,2,GOAL,コロンビア,Teófilo Gutiérrez,,58,2H,GL1,ギリシャ,
WC,2014,WC-2014-MD005,3,GOAL,コロンビア,James Rodríguez,,90+3,2H,GL1,ギリシャ,
WC,2014,WC-2014-MD006,1,GOAL,ウルグアイ,Edinson Cavani,,24,1H,GL1,コスタリカ,PK
WC,2014,WC-2014-MD006,2,GOAL,コスタリカ,Joel Campbell,,54,2H,GL1,ウルグアイ,
WC,2014,WC-2014-MD006,3,GOAL,コスタリカ,Óscar Duarte,,57,2H,GL1,ウルグアイ,
WC,2014,WC-2014-MD006,4,GOAL,コスタリカ,Marco Ureña,,84,2H,GL1,ウルグアイ,
WC,2014,WC-2014-MD007,1,GOAL,イタリア,Claudio Marchisio,,35,1H,GL1,イングランド,
WC,2014,WC-2014-MD007,2,GOAL,イングランド,Daniel Sturridge,,37,1H,GL1,イタリア,
WC,2014,WC-2014-MD007,3,GOAL,イタリア,Mario Balotelli,,50,2H,GL1,イングランド,
WC,2014,WC-2014-MD008,1,GOAL,日本,本田圭佑,,16,1H,GL1,コートジボワール,
WC,2014,WC-2014-MD008,2,GOAL,コートジボワール,Wilfried Bony,,64,2H,GL1,日本,
WC,2014,WC-2014-MD008,3,GOAL,コートジボワール,Gervinho,,66,2H,GL1,日本,
WC,2014,WC-2014-MD009,1,GOAL,エクアドル,Enner Valencia,,22,1H,GL1,スイス,
WC,2014,WC-2014-MD009,2,GOAL,スイス,Admir Mehmedi,,48,2H,GL1,エクアドル,
WC,2014,WC-2014-MD009,3,GOAL,スイス,Haris Seferović,,90+3,2H,GL1,エクアドル,
WC,2014,WC-2014-MD010,1,GOAL,フランス,Karim Benzema,,45+3,1H,GL1,ホンジュラス,PK
WC,2014,WC-2014-MD010,2,OWN_GOAL,フランス,Noel Valladares,,48,2H,GL1,ホンジュラス,
WC,2014,WC-2014-MD010,3,GOAL,フランス,Karim Benzema,,72,2H,GL1,ホンジュラス,
WC,2014,WC-2014-MD011,1,OWN_GOAL,アルゼンチン,Sead Kolašinac,,3,1H,GL1,ボスニア・ヘルツェゴビナ,
WC,2014,WC-2014-MD011,2,GOAL,アルゼンチン,Lionel Messi,,65,2H,GL1,ボスニア・ヘルツェゴビナ,
WC,2014,WC-2014-MD011,3,GOAL,ボスニア・ヘルツェゴビナ,Vedad Ibišević,,84,2H,GL1,アルゼンチン,
WC,2014,WC-2014-MD012,1,GOAL,ドイツ,Thomas Müller,,12,1H,GL1,ポルトガル,PK
WC,2014,WC-2014-MD012,2,GOAL,ドイツ,Mats Hummels,,32,1H,GL1,ポルトガル,
WC,2014,WC-2014-MD012,3,GOAL,ドイツ,Thomas Müller,,45,1H,GL1,ポルトガル,
WC,2014,WC-2014-MD012,4,GOAL,ドイツ,Thomas Müller,,78,2H,GL1,ポルトガル,
WC,2014,WC-2014-MD014,1,GOAL,アメリカ,Clint Dempsey,,1,1H,GL1,ガーナ,
WC,2014,WC-2014-MD014,2,GOAL,ガーナ,André Ayew,,82,2H,GL1,アメリカ,
WC,2014,WC-2014-MD014,3,GOAL,アメリカ,John Brooks,,86,2H,GL1,ガーナ,
WC,2014,WC-2014-MD015,1,GOAL,アルジェリア,Sofiane Feghouli,,25,1H,GL1,ベルギー,PK
WC,2014,WC-2014-MD015,2,GOAL,ベルギー,Marouane Fellaini,,70,2H,GL1,アルジェリア,
WC,2014,WC-2014-MD015,3,GOAL,ベルギー,Dries Mertens,,80,2H,GL1,アルジェリア,
WC,2014,WC-2014-MD016,1,GOAL,メキシコ,Oribe Peralta,,61,2H,GL2,ブラジル,
WC,2014,WC-2014-MD017,1,GOAL,韓国,Lee Keun-ho,,68,2H,GL1,ロシア,
WC,2014,WC-2014-MD017,2,GOAL,ロシア,Aleksandr Kerzhakov,,74,2H,GL1,韓国,
WC,2014,WC-2014-MD018,1,GOAL,オランダ,Arjen Robben,,20,1H,GL2,オーストラリア,
WC,2014,WC-2014-MD018,2,GOAL,オーストラリア,Tim Cahill,,21,1H,GL2,オランダ,
WC,2014,WC-2014-MD018,3,GOAL,オーストラリア,Mile Jedinak,,54,2H,GL2,オランダ,PK
WC,2014,WC-2014-MD018,4,GOAL,オランダ,Robin van Persie,,58,2H,GL2,オーストラリア,
WC,2014,WC-2014-MD018,5,GOAL,オランダ,Memphis Depay,,68,2H,GL2,オーストラリア,
WC,2014,WC-2014-MD019,1,GOAL,クロアチア,Ivica Olić,,11,1H,GL2,カメルーン,
WC,2014,WC-2014-MD019,2,GOAL,クロアチア,Ivan Perišić,,48,2H,GL2,カメルーン,
WC,2014,WC-2014-MD019,3,GOAL,クロアチア,Mario Mandžukić,,61,2H,GL2,カメルーン,
WC,2014,WC-2014-MD019,4,GOAL,クロアチア,Mario Mandžukić,,73,2H,GL2,カメルーン,
WC,2014,WC-2014-MD020,1,GOAL,チリ,Eduardo Vargas,,20,1H,GL2,スペイン,
WC,2014,WC-2014-MD020,2,GOAL,チリ,Charles Aránguiz,,43,1H,GL2,スペイン,
WC,2014,WC-2014-MD021,1,GOAL,コロンビア,James Rodríguez,,64,2H,GL2,コートジボワール,
WC,2014,WC-2014-MD021,2,GOAL,コロンビア,Juan Fernando Quintero,,70,2H,GL2,コートジボワール,
WC,2014,WC-2014-MD021,3,GOAL,コートジボワール,Gervinho,,73,2H,GL2,コロンビア,
WC,2014,WC-2014-MD022,1,GOAL,ウルグアイ,Luis Suárez,,39,1H,GL2,イングランド,
WC,2014,WC-2014-MD022,2,GOAL,イングランド,Wayne Rooney,,75,2H,GL2,ウルグアイ,
WC,2014,WC-2014-MD022,3,GOAL,ウルグアイ,Luis Suárez,,85,2H,GL2,イングランド,
WC,2014,WC-2014-MD024,1,GOAL,コスタリカ,Bryan Ruiz,,44,1H,GL2,イタリア,
WC,2014,WC-2014-MD025,1,GOAL,フランス,Olivier Giroud,,17,1H,GL2,スイス,
WC,2014,WC-2014-MD025,2,GOAL,フランス,Blaise Matuidi,,18,1H,GL2,スイス,
WC,2014,WC-2014-MD025,3,GOAL,フランス,Mathieu Valbuena,,40,1H,GL2,スイス,
WC,2014,WC-2014-MD025,4,GOAL,フランス,Karim Benzema,,67,2H,GL2,スイス,
WC,2014,WC-2014-MD025,5,GOAL,フランス,Moussa Sissoko,,73,2H,GL2,スイス,
WC,2014,WC-2014-MD025,6,GOAL,スイス,Blerim Džemaili,,81,2H,GL2,フランス,
WC,2014,WC-2014-MD025,7,GOAL,スイス,Granit Xhaka,,87,2H,GL2,フランス,
WC,2014,WC-2014-MD026,1,GOAL,ホンジュラス,Carlo Costly,,31,1H,GL2,エクアドル,
WC,2014,WC-2014-MD026,2,GOAL,エクアドル,Enner Valencia,,34,1H,GL2,ホンジュラス,
WC,2014,WC-2014-MD026,3,GOAL,エクアドル,Enner Valencia,,65,2H,GL2,ホンジュラス,
WC,2014,WC-2014-MD027,1,GOAL,アルゼンチン,Lionel Messi,,90+1,2H,GL2,イラン,
WC,2014,WC-2014-MD028,1,GOAL,ドイツ,Mario Götze,,51,2H,GL2,ガーナ,
WC,2014,WC-2014-MD028,2,GOAL,ガーナ,André Ayew,,54,2H,GL2,ドイツ,
WC,2014,WC-2014-MD028,3,GOAL,ガーナ,Asamoah Gyan,,63,2H,GL2,ドイツ,
WC,2014,WC-2014-MD028,4,GOAL,ドイツ,Miroslav Klose,,71,2H,GL2,ガーナ,
WC,2014,WC-2014-MD029,1,GOAL,ナイジェリア,Peter Odemwingie,,29,1H,GL2,ボスニア・ヘルツェゴビナ,
WC,2014,WC-2014-MD030,1,GOAL,ベルギー,Divock Origi,,88,2H,GL2,ロシア,
WC,2014,WC-2014-MD031,1,GOAL,アメリカ,Jermaine Jones,,64,2H,GL2,ポルトガル,
WC,2014,WC-2014-MD031,2,GOAL,アメリカ,Clint Dempsey,,81,2H,GL2,ポルトガル,
WC,2014,WC-2014-MD031,3,GOAL,ポルトガル,Cristiano Ronaldo,,90+5,2H,GL2,アメリカ,
WC,2014,WC-2014-MD032,1,GOAL,アルジェリア,Islam Slimani,,26,1H,GL2,韓国,
WC,2014,WC-2014-MD032,2,GOAL,アルジェリア,Rafik Halliche,,28,1H,GL2,韓国,
WC,2014,WC-2014-MD032,3,GOAL,アルジェリア,Abdelmoumene Djabou,,38,1H,GL2,韓国,
WC,2014,WC-2014-MD032,4,GOAL,韓国,Son Heung-min,,50,2H,GL2,アルジェリア,
WC,2014,WC-2014-MD032,5,GOAL,アルジェリア,Yacine Brahimi,,62,2H,GL2,韓国,
WC,2014,WC-2014-MD032,6,GOAL,韓国,Koo Ja-cheol,,72,2H,GL2,アルジェリア,
WC,2014,WC-2014-MD033,1,GOAL,スペイン,David Villa,,36,1H,GL3,オーストラリア,
WC,2014,WC-2014-MD033,2,GOAL,スペイン,Fernando Torres,,69,2H,GL3,オーストラリア,
WC,2014,WC-2014-MD033,3,GOAL,スペイン,Juan Mata,,82,2H,GL3,オーストラリア,
WC,2014,WC-2014-MD034,1,GOAL,オランダ,Leroy Fer,,77,2H,GL3,チリ,
WC,2014,WC-2014-MD034,2,GOAL,オランダ,Memphis Depay,,90+2,2H,GL3,チリ,
WC,2014,WC-2014-MD035,1,GOAL,ブラジル,Neymar,,17,1H,GL3,カメルーン,
WC,2014,WC-2014-MD035,2,GOAL,カメルーン,Joël Matip,,26,1H,GL3,ブラジル,
WC,2014,WC-2014-MD035,3,GOAL,ブラジル,Neymar,,35,1H,GL3,カメルーン,
WC,2014,WC-2014-MD035,4,GOAL,ブラジル,Fred,,49,2H,GL3,カメルーン,
WC,2014,WC-2014-MD035,5,GOAL,ブラジル,Fernandinho,,84,2H,GL3,カメルーン,
WC,2014,WC-2014-MD036,1,GOAL,メキシコ,Rafael Márquez,,72,2H,GL3,クロアチア,
WC,2014,WC-2014-MD036,2,GOAL,メキシコ,Andrés Guardado,,75,2H,GL3,クロアチア,
WC,2014,WC-2014-MD036,3,GOAL,メキシコ,Javier Hernández,,82,2H,GL3,クロアチア,
WC,2014,WC-2014-MD036,4,GOAL,クロアチア,Ivan Perišić,,87,2H,GL3,メキシコ,
WC,2014,WC-2014-MD037,1,GOAL,コロンビア,Juan Cuadrado,,17,1H,GL3,日本,
WC,2014,WC-2014-MD037,2,GOAL,日本,岡崎慎司,,45+1,1H,GL3,コロンビア,
WC,2014,WC-2014-MD037,3,GOAL,コロンビア,Jackson Martínez,,55,2H,GL3,日本,
WC,2014,WC-2014-MD037,4,GOAL,コロンビア,Jackson Martínez,,82,2H,GL3,日本,
WC,2014,WC-2014-MD037,5,GOAL,コロンビア,James Rodríguez,,90,2H,GL3,日本,
WC,2014,WC-2014-MD038,1,GOAL,ギリシャ,Andreas Samaris,,42,1H,GL3,コートジボワール,
WC,2014,WC-2014-MD038,2,GOAL,コートジボワール,Wilfried Bony,,74,2H,GL3,ギリシャ,
WC,2014,WC-2014-MD038,3,GOAL,ギリシャ,Georgios Samaras,,90+3,2H,GL3,コートジボワール,PK
WC,2014,WC-2014-MD039,1,GOAL,ウルグアイ,Diego Godín,,81,2H,GL3,イタリア,
WC,2014,WC-2014-MD041,1,GOAL,スイス,Xherdan Shaqiri,,6,1H,GL3,ホンジュラス,
WC,2014,WC-2014-MD041,2,GOAL,スイス,Xherdan Shaqiri,,31,1H,GL3,ホンジュラス,
WC,2014,WC-2014-MD041,3,GOAL,スイス,Xherdan Shaqiri,,71,2H,GL3,ホンジュラス,
WC,2014,WC-2014-MD043,1,GOAL,アルゼンチン,Lionel Messi,,3,1H,GL3,ナイジェリア,
WC,2014,WC-2014-MD043,2,GOAL,ナイジェリア,Ahmed Musa,,4,1H,GL3,アルゼンチン,
WC,2014,WC-2014-MD043,3,GOAL,アルゼンチン,Lionel Messi,,45,1H,GL3,ナイジェリア,
WC,2014,WC-2014-MD043,4,GOAL,ナイジェリア,Ahmed Musa,,47,2H,GL3,アルゼンチン,
WC,2014,WC-2014-MD043,5,GOAL,アルゼンチン,Marcos Rojo,,50,2H,GL3,ナイジェリア,
WC,2014,WC-2014-MD044,1,GOAL,ボスニア・ヘルツェゴビナ,Edin Džeko,,23,1H,GL3,イラン,
WC,2014,WC-2014-MD044,2,GOAL,ボスニア・ヘルツェゴビナ,Miralem Pjanić,,59,2H,GL3,イラン,
WC,2014,WC-2014-MD044,3,GOAL,ボスニア・ヘルツェゴビナ,Avdija Vršajević,,83,2H,GL3,イラン,
WC,2014,WC-2014-MD044,4,GOAL,イラン,Reza Ghoochannejhad,,82,2H,GL3,ボスニア・ヘルツェゴビナ,
WC,2014,WC-2014-MD045,1,GOAL,ドイツ,Thomas Müller,,55,2H,GL3,アメリカ,
WC,2014,WC-2014-MD046,1,GOAL,ポルトガル,Cristiano Ronaldo,,80,2H,GL3,ガーナ,
WC,2014,WC-2014-MD046,2,GOAL,ガーナ,Asamoah Gyan,,57,2H,GL3,ポルトガル,
WC,2014,WC-2014-MD046,3,OWN_GOAL,ポルトガル,John Boye,,31,1H,GL3,ガーナ,
WC,2014,WC-2014-MD047,1,GOAL,ベルギー,Jan Vertonghen,,78,2H,GL3,韓国,
WC,2014,WC-2014-MD048,1,GOAL,ロシア,Aleksandr Kokorin,,6,1H,GL3,アルジェリア,
WC,2014,WC-2014-MD048,2,GOAL,アルジェリア,Islam Slimani,,60,2H,GL3,ロシア,
WC,2014,WC-2014-MD049,1,GOAL,ブラジル,David Luiz,,18,1H,R16,チリ,
WC,2014,WC-2014-MD049,2,OWN_GOAL,チリ,Marcelo,,32,1H,R16,ブラジル,
WC,2014,WC-2014-MD050,1,GOAL,コロンビア,James Rodríguez,,28,1H,R16,ウルグアイ,
WC,2014,WC-2014-MD050,2,GOAL,コロンビア,James Rodríguez,,50,2H,R16,ウルグアイ,
WC,2014,WC-2014-MD051,1,GOAL,メキシコ,Giovani dos Santos,,48,2H,R16,オランダ,
WC,2014,WC-2014-MD051,2,GOAL,オランダ,Wesley Sneijder,,88,2H,R16,メキシコ,
WC,2014,WC-2014-MD051,3,GOAL,オランダ,Klaas-Jan Huntelaar,,90+4,2H,R16,メキシコ,PK
WC,2014,WC-2014-MD052,1,GOAL,コスタリカ,Bryan Ruiz,,52,2H,R16,ギリシャ,
WC,2014,WC-2014-MD052,2,GOAL,ギリシャ,Sokratis Papastathopoulos,,90+1,2H,R16,コスタリカ,
WC,2014,WC-2014-MD053,1,OWN_GOAL,フランス,Joseph Yobo,,79,2H,R16,ナイジェリア,
WC,2014,WC-2014-MD053,2,GOAL,フランス,Paul Pogba,,79,2H,R16,ナイジェリア,
WC,2014,WC-2014-MD054,1,GOAL,ドイツ,André Schürrle,,92,ET1,R16,アルジェリア,
WC,2014,WC-2014-MD054,2,GOAL,ドイツ,Mesut Özil,,119,ET2,R16,アルジェリア,
WC,2014,WC-2014-MD054,3,GOAL,アルジェリア,Abdelmoumene Djabou,,120+1,ET2,R16,ドイツ,
WC,2014,WC-2014-MD055,1,GOAL,アルゼンチン,Ángel Di María,,118,ET2,R16,スイス,
WC,2014,WC-2014-MD056,1,GOAL,ベルギー,Kevin De Bruyne,,93,ET1,R16,アメリカ,
WC,2014,WC-2014-MD056,2,GOAL,ベルギー,Romelu Lukaku,,105,ET1,R16,アメリカ,
WC,2014,WC-2014-MD056,3,GOAL,アメリカ,Julian Green,,107,ET2,R16,ベルギー,
WC,2014,WC-2014-MD057,1,GOAL,ブラジル,Thiago Silva,,7,1H,QF,コロンビア,
WC,2014,WC-2014-MD057,2,GOAL,コロンビア,James Rodríguez,,80,2H,QF,ブラジル,PK
